          min -3.12958e-027  max 24.103
          min -1.21603e-027  max 9.36301
  -- Solve :
          min -1.21454e-027  max 9.35153
  -- Solve :
          min -1.21305e-027  max 9.34005
  -- Solve :
          min -1.21156e-027  max 9.32859
  -- Solve :
          min -1.21007e-027  max 9.31715
  -- Solve :
          min -1.20859e-027  max 9.30571
  -- Solve :
          min -1.20711e-027  max 9.29429
  -- Solve :
          min -1.20562e-027  max 9.28289
  -- Solve :
          min -1.20415e-027  max 9.2715
  -- Solve :
          min -1.20267e-027  max 9.26012
  -- Solve :
          min -1.20119e-027  max 9.24876
  -- Solve :
          min -1.19972e-027  max 9.23741
  -- Solve :
          min -1.19825e-027  max 9.22607
  -- Solve :
          min -1.19678e-027  max 9.21475
  -- Solve :
          min -1.19531e-027  max 9.20344
  -- Solve :
          min -1.19384e-027  max 9.19214
  -- Solve :
          min -1.19237e-027  max 9.18086
  -- Solve :
          min -1.19091e-027  max 9.1696
  -- Solve :
          min -1.18945e-027  max 9.15834
  -- Solve :
          min -1.18799e-027  max 9.1471
  -- Solve :
          min -1.18653e-027  max 9.13587
  -- Solve :
          min -1.18508e-027  max 9.12466
  -- Solve :
          min -1.18362e-027  max 9.11346
  -- Solve :
          min -1.18217e-027  max 9.10227
  -- Solve :
          min -1.18072e-027  max 9.0911
  -- Solve :
          min -1.17927e-027  max 9.07994
  -- Solve :
          min -1.17782e-027  max 9.0688
  -- Solve :
          min -1.17637e-027  max 9.05766
  -- Solve :
          min -1.17493e-027  max 9.04655
  -- Solve :
          min -1.17349e-027  max 9.03544
  -- Solve :
          min -1.17205e-027  max 9.02435
  -- Solve :
          min -1.17061e-027  max 9.01327
  -- Solve :
          min -1.16917e-027  max 9.0022
  -- Solve :
          min -1.16774e-027  max 8.99115
  -- Solve :
          min -1.1663e-027  max 8.98011
  -- Solve :
          min -1.16487e-027  max 8.96909
  -- Solve :
          min -1.16344e-027  max 8.95808
  -- Solve :
          min -1.16201e-027  max 8.94708
  -- Solve :
          min -1.16059e-027  max 8.9361
  -- Solve :
          min -1.15916e-027  max 8.92512
  -- Solve :
          min -1.15774e-027  max 8.91417
  -- Solve :
          min -1.15632e-027  max 8.90322
  -- Solve :
          min -1.1549e-027  max 8.89229
  -- Solve :
          min -1.15348e-027  max 8.88137
  -- Solve :
          min -1.15206e-027  max 8.87046
  -- Solve :
          min -1.15065e-027  max 8.85957
  -- Solve :
          min -1.14924e-027  max 8.84869
  -- Solve :
          min -1.14782e-027  max 8.83783
  -- Solve :
          min -1.14641e-027  max 8.82697
  -- Solve :
          min -1.14501e-027  max 8.81613
  -- Solve :
          min -1.1436e-027  max 8.80531
  -- Solve :
          min -1.1422e-027  max 8.79449
  -- Solve :
          min -1.14079e-027  max 8.78369
  -- Solve :
          min -1.13939e-027  max 8.77291
  -- Solve :
          min -1.13799e-027  max 8.76213
  -- Solve :
          min -1.1366e-027  max 8.75137
  -- Solve :
          min -1.1352e-027  max 8.74062
  -- Solve :
          min -1.13381e-027  max 8.72989
  -- Solve :
          min -1.13241e-027  max 8.71916
  -- Solve :
          min -1.13102e-027  max 8.70845
  -- Solve :
          min -1.12963e-027  max 8.69776
  -- Solve :
          min -1.12825e-027  max 8.68708
  -- Solve :
          min -1.12686e-027  max 8.6764
  -- Solve :
          min -1.12548e-027  max 8.66575
  -- Solve :
          min -1.12409e-027  max 8.6551
  -- Solve :
          min -1.12271e-027  max 8.64447
  -- Solve :
          min -1.12133e-027  max 8.63385
  -- Solve :
          min -1.11996e-027  max 8.62325
  -- Solve :
          min -1.11858e-027  max 8.61265
  -- Solve :
          min -1.11721e-027  max 8.60207
  -- Solve :
          min -1.11583e-027  max 8.5915
  -- Solve :
          min -1.11446e-027  max 8.58095
  -- Solve :
          min -1.11309e-027  max 8.57041
  -- Solve :
          min -1.11173e-027  max 8.55988
  -- Solve :
          min -1.11036e-027  max 8.54936
  -- Solve :
          min -1.109e-027  max 8.53886
  -- Solve :
          min -1.10763e-027  max 8.52836
  -- Solve :
          min -1.10627e-027  max 8.51789
  -- Solve :
          min -1.10491e-027  max 8.50742
  -- Solve :
          min -1.10356e-027  max 8.49697
  -- Solve :
          min -1.1022e-027  max 8.48653
  -- Solve :
          min -1.10085e-027  max 8.4761
  -- Solve :
          min -1.09949e-027  max 8.46568
  -- Solve :
          min -1.09814e-027  max 8.45528
  -- Solve :
          min -1.09679e-027  max 8.44489
  -- Solve :
          min -1.09545e-027  max 8.43451
  -- Solve :
          min -1.0941e-027  max 8.42415
  -- Solve :
          min -1.09276e-027  max 8.41379
  -- Solve :
          min -1.09141e-027  max 8.40345
  -- Solve :
          min -1.09007e-027  max 8.39313
  -- Solve :
          min -1.08873e-027  max 8.38281
  -- Solve :
          min -1.08739e-027  max 8.37251
  -- Solve :
          min -1.08606e-027  max 8.36222
  -- Solve :
          min -1.08472e-027  max 8.35194
  -- Solve :
          min -1.08339e-027  max 8.34168
  -- Solve :
          min -1.08206e-027  max 8.33142
  -- Solve :
          min -1.08073e-027  max 8.32118
  -- Solve :
          min -1.0794e-027  max 8.31095
  -- Solve :
          min -1.07807e-027  max 8.30074
  -- Solve :
          min -1.07675e-027  max 8.29053
  -- Solve :
          min -1.07542e-027  max 8.28034
  -- Solve :
          min -1.0741e-027  max 8.27016
  -- Solve :
          min -1.07278e-027  max 8.26
  -- Solve :
          min -1.07146e-027  max 8.24984
  -- Solve :
          min -1.07015e-027  max 8.2397
  -- Solve :
          min -1.06883e-027  max 8.22957
  -- Solve :
          min -1.06752e-027  max 8.21946
  -- Solve :
          min -1.0662e-027  max 8.20935
  -- Solve :
          min -1.06489e-027  max 8.19926
  -- Solve :
          min -1.06358e-027  max 8.18918
  -- Solve :
          min -1.06228e-027  max 8.17911
  -- Solve :
          min -1.06097e-027  max 8.16905
  -- Solve :
          min -1.05967e-027  max 8.15901
  -- Solve :
          min -1.05836e-027  max 8.14897
  -- Solve :
          min -1.05706e-027  max 8.13895
  -- Solve :
          min -1.05576e-027  max 8.12895
  -- Solve :
          min -1.05446e-027  max 8.11895
  -- Solve :
          min -1.05317e-027  max 8.10897
  -- Solve :
          min -1.05187e-027  max 8.099
  -- Solve :
          min -1.05058e-027  max 8.08904
  -- Solve :
          min -1.04929e-027  max 8.07909
  -- Solve :
          min -1.048e-027  max 8.06915
  -- Solve :
          min -1.04671e-027  max 8.05923
  -- Solve :
          min -1.04542e-027  max 8.04932
  -- Solve :
          min -1.04414e-027  max 8.03942
  -- Solve :
          min -1.04285e-027  max 8.02953
  -- Solve :
          min -1.04157e-027  max 8.01966
  -- Solve :
          min -1.04029e-027  max 8.00979
  -- Solve :
          min -1.03901e-027  max 7.99994
  -- Solve :
          min -1.03773e-027  max 7.9901
  -- Solve :
          min -1.03645e-027  max 7.98027
  -- Solve :
          min -1.03518e-027  max 7.97046
  -- Solve :
          min -1.03391e-027  max 7.96065
  -- Solve :
          min -1.03263e-027  max 7.95086
  -- Solve :
          min -1.03136e-027  max 7.94108
  -- Solve :
          min -1.0301e-027  max 7.93131
  -- Solve :
          min -1.02883e-027  max 7.92155
  -- Solve :
          min -1.02756e-027  max 7.91181
  -- Solve :
          min -1.0263e-027  max 7.90207
  -- Solve :
          min -1.02504e-027  max 7.89235
  -- Solve :
          min -1.02377e-027  max 7.88264
  -- Solve :
          min -1.02252e-027  max 7.87295
  -- Solve :
          min -1.02126e-027  max 7.86326
  -- Solve :
          min -1.02e-027  max 7.85358
  -- Solve :
          min -1.01875e-027  max 7.84392
  -- Solve :
          min -1.01749e-027  max 7.83427
  -- Solve :
          min -1.01624e-027  max 7.82463
  -- Solve :
          min -1.01499e-027  max 7.815
  -- Solve :
          min -1.01374e-027  max 7.80539
  -- Solve :
          min -1.01249e-027  max 7.79578
  -- Solve :
          min -1.01125e-027  max 7.78619
  -- Solve :
          min -1.01e-027  max 7.77661
  -- Solve :
          min -1.00876e-027  max 7.76704
  -- Solve :
          min -1.00752e-027  max 7.75748
  -- Solve :
          min -1.00628e-027  max 7.74793
  -- Solve :
          min -1.00504e-027  max 7.7384
  -- Solve :
          min -1.0038e-027  max 7.72887
  -- Solve :
          min -1.00257e-027  max 7.71936
  -- Solve :
          min -1.00134e-027  max 7.70986
  -- Solve :
          min -1.0001e-027  max 7.70037
  -- Solve :
          min -9.98872e-028  max 7.69089
  -- Solve :
          min -9.97643e-028  max 7.68142
  -- Solve :
          min -9.96415e-028  max 7.67197
  -- Solve :
          min -9.95189e-028  max 7.66253
  -- Solve :
          min -9.93964e-028  max 7.65309
  -- Solve :
          min -9.9274e-028  max 7.64367
  -- Solve :
          min -9.91518e-028  max 7.63426
  -- Solve :
          min -9.90298e-028  max 7.62487
  -- Solve :
          min -9.89079e-028  max 7.61548
  -- Solve :
          min -9.87861e-028  max 7.6061
  -- Solve :
          min -9.86645e-028  max 7.59674
  -- Solve :
          min -9.8543e-028  max 7.58739
  -- Solve :
          min -9.84217e-028  max 7.57804
  -- Solve :
          min -9.83005e-028  max 7.56871
  -- Solve :
          min -9.81795e-028  max 7.5594
  -- Solve :
          min -9.80586e-028  max 7.55009
  -- Solve :
          min -9.79379e-028  max 7.54079
  -- Solve :
          min -9.78173e-028  max 7.53151
  -- Solve :
          min -9.76969e-028  max 7.52223
  -- Solve :
          min -9.75766e-028  max 7.51297
  -- Solve :
          min -9.74564e-028  max 7.50372
  -- Solve :
          min -9.73364e-028  max 7.49448
  -- Solve :
          min -9.72166e-028  max 7.48525
  -- Solve :
          min -9.70969e-028  max 7.47603
  -- Solve :
          min -9.69773e-028  max 7.46682
  -- Solve :
          min -9.68579e-028  max 7.45763
  -- Solve :
          min -9.67386e-028  max 7.44844
  -- Solve :
          min -9.66195e-028  max 7.43927
  -- Solve :
          min -9.65005e-028  max 7.43011
  -- Solve :
          min -9.63816e-028  max 7.42095
  -- Solve :
          min -9.62629e-028  max 7.41181
  -- Solve :
          min -9.61443e-028  max 7.40269
  -- Solve :
          min -9.60259e-028  max 7.39357
  -- Solve :
          min -9.59077e-028  max 7.38446
  -- Solve :
          min -9.57895e-028  max 7.37536
  -- Solve :
          min -9.56715e-028  max 7.36628
  -- Solve :
          min -9.55537e-028  max 7.3572
  -- Solve :
          min -9.5436e-028  max 7.34814
  -- Solve :
          min -9.53184e-028  max 7.33909
  -- Solve :
          min -9.5201e-028  max 7.33005
  -- Solve :
          min -9.50837e-028  max 7.32101
  -- Solve :
          min -9.49666e-028  max 7.31199
  -- Solve :
          min -9.48496e-028  max 7.30299
  -- Solve :
          min -9.47327e-028  max 7.29399
  -- Solve :
          min -9.4616e-028  max 7.285
  -- Solve :
          min -9.44994e-028  max 7.27602
  -- Solve :
          min -9.4383e-028  max 7.26706
  -- Solve :
          min -9.42667e-028  max 7.2581
  -- Solve :
          min -9.41506e-028  max 7.24916
  -- Solve :
          min -9.40345e-028  max 7.24023
  -- Solve :
          min -9.39187e-028  max 7.23131
  -- Solve :
          min -9.38029e-028  max 7.22239
  -- Solve :
          min -9.36873e-028  max 7.21349
  -- Solve :
          min -9.35719e-028  max 7.2046
  -- Solve :
          min -9.34566e-028  max 7.19572
  -- Solve :
          min -9.33414e-028  max 7.18685
  -- Solve :
          min -9.32264e-028  max 7.178
  -- Solve :
          min -9.31115e-028  max 7.16915
  -- Solve :
          min -9.29967e-028  max 7.16031
  -- Solve :
          min -9.28821e-028  max 7.15149
  -- Solve :
          min -9.27676e-028  max 7.14267
  -- Solve :
          min -9.26533e-028  max 7.13387
  -- Solve :
          min -9.25391e-028  max 7.12507
  -- Solve :
          min -9.2425e-028  max 7.11629
  -- Solve :
          min -9.23111e-028  max 7.10752
  -- Solve :
          min -9.21973e-028  max 7.09876
  -- Solve :
          min -9.20836e-028  max 7.09
  -- Solve :
          min -9.19701e-028  max 7.08126
  -- Solve :
          min -9.18567e-028  max 7.07253
  -- Solve :
          min -9.17435e-028  max 7.06381
  -- Solve :
          min -9.16304e-028  max 7.0551
  -- Solve :
          min -9.15174e-028  max 7.04641
  -- Solve :
          min -9.14046e-028  max 7.03772
  -- Solve :
          min -9.12919e-028  max 7.02904
  -- Solve :
          min -9.11793e-028  max 7.02037
  -- Solve :
          min -9.10669e-028  max 7.01171
  -- Solve :
          min -9.09546e-028  max 7.00307
  -- Solve :
          min -9.08424e-028  max 6.99443
  -- Solve :
          min -9.07304e-028  max 6.98581
  -- Solve :
          min -9.06185e-028  max 6.97719
  -- Solve :
          min -9.05068e-028  max 6.96859
  -- Solve :
          min -9.03952e-028  max 6.95999
  -- Solve :
          min -9.02837e-028  max 6.95141
  -- Solve :
          min -9.01724e-028  max 6.94283
  -- Solve :
          min -9.00611e-028  max 6.93427
  -- Solve :
          min -8.99501e-028  max 6.92572
  -- Solve :
          min -8.98391e-028  max 6.91718
  -- Solve :
          min -8.97283e-028  max 6.90864
  -- Solve :
          min -8.96176e-028  max 6.90012
  -- Solve :
          min -8.95071e-028  max 6.89161
  -- Solve :
          min -8.93967e-028  max 6.88311
  -- Solve :
          min -8.92864e-028  max 6.87462
  -- Solve :
          min -8.91763e-028  max 6.86613
  -- Solve :
          min -8.90663e-028  max 6.85766
  -- Solve :
          min -8.89564e-028  max 6.8492
  -- Solve :
          min -8.88467e-028  max 6.84075
  -- Solve :
          min -8.8737e-028  max 6.83231
  -- Solve :
          min -8.86276e-028  max 6.82388
  -- Solve :
          min -8.85182e-028  max 6.81546
  -- Solve :
          min -8.8409e-028  max 6.80705
  -- Solve :
          min -8.82999e-028  max 6.79865
  -- Solve :
          min -8.8191e-028  max 6.79026
  -- Solve :
          min -8.80821e-028  max 6.78188
  -- Solve :
          min -8.79735e-028  max 6.77352
  -- Solve :
          min -8.78649e-028  max 6.76516
  -- Solve :
          min -8.77565e-028  max 6.75681
  -- Solve :
          min -8.76482e-028  max 6.74847
  -- Solve :
          min -8.754e-028  max 6.74014
  -- Solve :
          min -8.7432e-028  max 6.73182
  -- Solve :
          min -8.73241e-028  max 6.72351
  -- Solve :
          min -8.72163e-028  max 6.71521
  -- Solve :
          min -8.71087e-028  max 6.70692
  -- Solve :
          min -8.70011e-028  max 6.69865
  -- Solve :
          min -8.68938e-028  max 6.69038
  -- Solve :
          min -8.67865e-028  max 6.68212
  -- Solve :
          min -8.66794e-028  max 6.67387
  -- Solve :
          min -8.65724e-028  max 6.66563
  -- Solve :
          min -8.64655e-028  max 6.6574
  -- Solve :
          min -8.63588e-028  max 6.64918
  -- Solve :
          min -8.62522e-028  max 6.64097
  -- Solve :
          min -8.61457e-028  max 6.63277
  -- Solve :
          min -8.60393e-028  max 6.62458
  -- Solve :
          min -8.59331e-028  max 6.6164
  -- Solve :
          min -8.5827e-028  max 6.60823
  -- Solve :
          min -8.5721e-028  max 6.60008
  -- Solve :
          min -8.56152e-028  max 6.59193
  -- Solve :
          min -8.55095e-028  max 6.58378
  -- Solve :
          min -8.54039e-028  max 6.57565
  -- Solve :
          min -8.52984e-028  max 6.56753
  -- Solve :
          min -8.51931e-028  max 6.55942
  -- Solve :
          min -8.50879e-028  max 6.55132
  -- Solve :
          min -8.49828e-028  max 6.54323
  -- Solve :
          min -8.48779e-028  max 6.53515
  -- Solve :
          min -8.4773e-028  max 6.52708
  -- Solve :
          min -8.46683e-028  max 6.51902
  -- Solve :
          min -8.45638e-028  max 6.51096
  -- Solve :
          min -8.44593e-028  max 6.50292
  -- Solve :
